STORE_ID,mape_forecast_sale1,mape_forecast_sale2
1626,0.3204146636864816,0.36043384097174586
6245,0.34072990821806665,0.3839518680747062
2178,0.3568143339578163,0.3832573777719125
3769,0.36093533324932986,0.37721235145631454
6186,0.3616262784364515,0.3814192351797255
1601,0.36367508530129394,0.3962178865588559
6815,0.36487927094322287,0.359628237435646
4317,0.36532133471665007,0.34406572077464964
6781,0.3668099313937889,0.3658229040953389
5480,0.3681340556523434,0.35460084793904734
4279,0.36832789053612797,0.35914169969691734
4949,0.3714937336707297,0.37874784436248304
6654,0.3715533121095934,0.4016375128118357
1703,0.37207427427653544,0.3631978885327415
1608,0.37217452270109674,0.3727424710454178
2309,0.37367241444172355,0.3695201758195443
3911,0.37543521125594764,0.37676488459237656
6650,0.37589779443295324,0.3821592622951729
1535,0.3801796366211742,0.39158976138745316
5585,0.3810452538377094,0.3796557439394885
2043,0.3812792129976905,0.3600132570439609
6318,0.3828490041929489,0.36066827021976483
6350,0.38291573141281754,0.3988997712287086
1607,0.3839900144387464,0.344190442992172
4045,0.38565009879959267,0.3895188833098124
6598,0.38604302475546154,0.42334110899047683
1629,0.3868593037031165,0.3899976051696917
6104,0.38823038421768985,0.3871078498612003
6415,0.388286800573489,0.3808491744052485
4757,0.3890369268064203,0.39493311588977614
6604,0.39009991411618933,0.369641559094474
6437,0.39023915267601755,0.39441677093455807
3863,0.39025776648856425,0.4004075111109256
6804,0.3921218225742821,0.37883099804257353
2557,0.39253699092965266,0.3805477660521762
1623,0.3928969369228799,0.4226267517327561
6323,0.39292288902921085,0.38650767475963155
4330,0.393016787193111,0.39831013832133666
4510,0.39325389531127647,0.39649285568752834
3135,0.3934827960067932,0.39061309749149886
5904,0.3952053201136814,0.39389788729261066
1679,0.39610431430005566,0.39179295584438406
4410,0.3961799101201701,0.3953663110932975
6010,0.3969251317932411,0.43277948505597735
6561,0.3974265606511143,0.39098648278327897
6688,0.39757983109686534,0.37789390995457717
2458,0.3976701632301468,0.409175732725023
6463,0.39781829710163635,0.39163544019311497
2016,0.3980699109420769,0.38400301465757253
1532,0.398130627388627,0.3835544803930985
4395,0.398591104421205,0.39723145932553666
4256,0.39868204392909223,0.40613031320574366
6456,0.39887245979115243,0.4014670511040513
3559,0.3995239289507537,0.3884369074194402
1695,0.4000212386281027,0.41796379185217375
2120,0.4002910625810652,0.3706729347419538
6642,0.4006746742740011,0.41535866009821115
6213,0.4007165854428899,0.4126485115594642
6882,0.40086289812724873,0.39480586202975065
4058,0.4009707348637348,0.3995080962097665
3490,0.4009830914109468,0.4092680934469416
6276,0.4013413715770697,0.3966923427878291
6453,0.4014344747838107,0.3996304932468795
6807,0.40152957667467426,0.39957315557574274
4921,0.4015824523984897,0.3963581996741096
1540,0.40167220489731886,0.356951014246683
4659,0.4017730084989489,0.35826912614413303
1620,0.4026230756319843,0.41453342238484087
3409,0.40332536138951486,0.3834412057743562
3620,0.40363680567143856,0.4028928303193846
3424,0.40390685616460753,0.4089695940752225
3989,0.4040770800096326,0.4082670528820862
1657,0.40413226499615235,0.4187487906951171
1553,0.4046778731821627,0.421541367998563
4943,0.40504577399639063,0.41646825790795555
6719,0.4051354885286184,0.4025509044201858
3312,0.40535171360508826,0.4023952458432602
2820,0.4053672427479763,0.42554002621508696
4181,0.4060962689521124,0.4049366095114745
6802,0.40629908107475654,0.42251269600373764
2059,0.406347646236343,0.3921485782164259
6066,0.4065814873090652,0.3976758871568444
4324,0.4068515750616532,0.414528736571971
5483,0.407166519362454,0.41295993728499913
1655,0.40770898350821305,0.44190079876253174
1531,0.407970923524711,0.4048431401220862
3695,0.40846130340865217,0.4092457212810737
5073,0.4090934527198466,0.3959813841517772
2048,0.40931265815006784,0.38501241118603147
5179,0.40959560518326926,0.4077963949433581
1589,0.410004208047963,0.4240642992997577
4293,0.4107831423562026,0.3989937417472085
6316,0.4108306787980104,0.4299379362850318
5664,0.41086311219903665,0.3954934837857076
4618,0.41101829318572847,0.39423846043385796
1676,0.4110960800856379,0.3984792907300501
3158,0.41129741959632143,0.4181392796921626
6770,0.41135135520975225,0.5208097881993011
4116,0.4114288859027696,0.40534413459793855
5717,0.41166309789155414,0.44018077320978294
3112,0.41176131425548385,0.41336016331388825
3367,0.41204962892812436,0.4002385906997047
2056,0.41206551381226925,0.4298142302620017
3342,0.4123216500484988,0.4125072060557909
6919,0.412381964151192,0.5054453929154569
3266,0.4132190093170523,0.40775947041024435
5103,0.4132426073300644,0.4139797924930474
4350,0.4134905131655172,0.4237034435341762
3305,0.4135178419458791,0.41803492888129745
1529,0.4135450336785,0.41616406697504266
6380,0.41359494139037184,0.4005476185078631
6344,0.41363318696347473,0.39806034504361243
6215,0.414266130331436,0.3877664795656742
2535,0.4142815988190643,0.431829733094065
4569,0.41432984141950135,0.40294721193687516
6286,0.4151767522606851,0.4180619630012687
3694,0.415258027272209,0.43013533131378046
3303,0.4153532634927158,0.4118864527240077
3671,0.4159585011554,0.41280980245211674
5472,0.4160393931781428,0.41890023769129714
4940,0.4165104216924141,0.4242851892928956
1595,0.4165961130408716,0.37036236791740773
6609,0.4166560300646817,0.44031283345119887
6305,0.4167360080270247,0.409095194775322
2020,0.41693632010553844,0.418415954308216
1515,0.41726374095733676,0.45612884585777974
1602,0.4173792260672126,0.3894109554645958
2446,0.4177657341228803,0.42449616309667587
4162,0.4178789553186968,0.4272811583970821
1618,0.41806560882538796,0.4270595693211519
3461,0.41836523700014877,0.409672004440531
4995,0.41842183303001185,0.42321544427704094
5809,0.4184526593101861,0.4318200880872461
4150,0.4184748414475248,0.4296492209982181
5247,0.4185164131200144,0.4088975046483027
1533,0.41858457860198195,0.4312524171976428
3504,0.4188818726505833,0.4168069734671823
2173,0.41890140163111106,0.41739647104946664
3739,0.4190458820059151,0.4087395902862825
3626,0.4191805309435922,0.4211539475588105
1511,0.41987782370184307,0.43922187579314015
6425,0.4200174609974297,0.43008323023485356
6649,0.42030569046598903,0.41329491193169754
6139,0.4204403261963392,0.40719910872802456
5514,0.42048342940206807,0.41966770950419646
6819,0.42073414432010275,0.44375645919328743
5276,0.42092533387390263,0.4409693092037236
3742,0.42122100931272166,0.41323742748464803
3453,0.4212879257597672,0.42005964956352854
2980,0.4218902321489565,0.3895728863706016
4255,0.4219825841128676,0.4211069674692692
3667,0.42200934849352223,0.4146567292453513
1661,0.42207878953063666,0.4464826404747912
5680,0.4221792651128417,0.43078355895895337
6379,0.42219084614176966,0.42278219064220496
5556,0.4223080221300168,0.43555169122823784
6067,0.42234866596887655,0.4269343853519104
1666,0.4223850120743311,0.43157863769746674
5647,0.42298822529051583,0.4127740200543006
3707,0.42316087031249777,0.4205692417299572
6911,0.42321253045526364,0.4508913810941757
2959,0.42322447571602806,0.42639930879818333
4935,0.42327581939071635,0.43393989144615075
4584,0.4232896162681856,0.4469795353443542
6556,0.4233894886624925,0.41628414982782835
6924,0.42350927560909213,0.468903223961382
1648,0.4235453276299052,0.452584294350046
3464,0.4236163464264969,0.41330827992748165
2291,0.423712060821333,0.4090134900597929
1544,0.42371849839546283,0.4444373344391502
5330,0.42396992151917473,0.4259320683459414
2590,0.42402722456297676,0.41079046687642695
5649,0.42410857570843263,0.4242716477787924
6216,0.42430216581738217,0.4629908380171018
6478,0.42437225174083837,0.43413807508296387
4976,0.4244236188060027,0.41817260132579354
1616,0.4246325453176597,0.3964897065035951
5645,0.42476454914498013,0.44840820657205316
6151,0.42484697297123636,0.3890867611926005
6410,0.4249844449704823,0.44231160603694847
6332,0.42515716965224715,0.41808060914791434
6722,0.4251905948400509,0.4202576600888743
3965,0.42565062518230423,0.43503481684445966
6777,0.42581170447778344,0.43198007479603584
6577,0.42590447400870596,0.41276631372167133
3030,0.4259238442558152,0.43911305436137377
4545,0.42629253955711044,0.41768553530753816
5687,0.42632734901139696,0.42522839686668606
1613,0.4265074777080158,0.3977030782230287
2594,0.4265596515918015,0.4389088620207254
4388,0.4267347496870735,0.42541479926039116
6821,0.42708699632082525,0.4175192314849627
3765,0.42725681250996816,0.4091185876173672
1513,0.4273741435419789,0.4515727562576475
6793,0.4273775480312405,0.43899457316382307
6837,0.42740482345663755,0.43282071224130003
1617,0.4275024297832761,0.4865256040270767
3840,0.42772141974674505,0.42961934343730757
5002,0.42777942311222844,0.4214045385249076
3027,0.4279529089912015,0.429018722515511
2226,0.42797263456099366,0.42916817005669344
2017,0.4280215157669076,0.39953573066203957
4457,0.428153346369056,0.4238449637830749
5595,0.42828489146300364,0.4285383638469113
5855,0.4283573189599371,0.42468561477146066
2947,0.4283927446444932,0.43546056897968627
4401,0.4284355140673047,0.45216188606069724
5164,0.4284578436018772,0.42155334442328324
6243,0.4287092090476022,0.4219001293608356
5497,0.4288175498224431,0.43900739986142867
6506,0.42895647242057794,0.44541194098128317
6461,0.42907741838534885,0.49433540018044536
6358,0.42908047014927686,0.4266777928676665
3714,0.4291663807229544,0.4127661261056386
3666,0.42934506768403236,0.42650357056062743
